"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
134159,,"CCUG 50924, CIP 108999, LMG 22996",1,"Alcaligenes aquatilis",negative
133384,AER10,"DSM 100498, AER 10, KCTC 42688",1,"Alcaligenes endophyticus",negative
395,MACL04,"DSM 23776, CECT 5683, LMG 22508",1,"Alcanivorax balearicus",negative
394,B-5,"DSM 16502, CGMCC 1.3690",1,"Alcanivorax dieselolei",negative
133431,A-11-3,"CGMCC 1.7084, LMG 24624, MCCC1A01496",1,"Alcanivorax hongdengensis",negative
159770,SW127,"CGMCC 1.16233, KCTC 62652",1,"Alcanivorax indicus",negative
133994,R8-12,"MCCC 1A00382, LMG 24621, CCTCC AB 208234",1,"Alcanivorax marinus",negative
158801,MT13131,"MCCC 1A11581, KCTC 52985",1,"Alcanivorax mobilis",negative
140512,19-m-6,"MCCC 1A05629, KCTC 52137",1,"Alcanivorax nanhaiticus",negative
11043,,"DSM 45001, KCTC 19149, YIM 45607",1,"Aldersonia kunmingensis",positive
134021,KYW563,"KCTC 23857, JCM 18275",1,"Algibacter agarilyticus",negative
134020,KYW560,"KCTC 23855, JCM 18285",1,"Algibacter agarivorans",negative
140562,SK-16,"NBRC 110220, KCTC 32974",1,"Algibacter aquaticus",negative
133907,KYW589,"KCTC 23928, JCM 18287",1,"Algibacter aquimarinus",negative
5480,"M-3Alg 15-1","DSM 15365, KCTC 12103, KMM 3902",1,"Algibacter lectus",negative
134276,"KMM 6171T","KCTC 127105, LMG 23988",1,"Algibacter mikhailovii",negative
133987,WS-MY9,"KCTC 32259, CCUG 63684",1,"Algibacter undariae",negative
134060,WS-MY22,"KCTC 32381, CECT 8301",1,"Algibacter wandonensis",negative
134052,14A-2-7,"LMG 26421, NBRC 108219",1,"Algimonas ampicilliniresistens",negative
133831,0C-2-2,"LMG 26424, NBRC 108216",1,"Algimonas porphyrae",negative
18152,DG1253,"DSM 24793, ATCC BAA 2243",1,"Algiphilus aromaticivorans",negative
133393,S2-A1,"KACC 18987, JCM 31546",1,"Algoriphagus aestuariicola",negative
17695,R-10710,"DSM 15986, LMG 21980",1,"Algoriphagus antarcticus",negative
17711,T4,"DSM 19759, LMG 24398, NCIMB 14399",1,"Algoriphagus aquaeductus",negative
140706,KEM-10,"KCTC 52839, NBRC 112780",1,"Algoriphagus aquaemixtae",negative
133458,A8-7,"CGMCC 1.7030, NBRC 104237",1,"Algoriphagus aquatilis",negative
17704,,"DSM 23399, CCUG 47101, KMM 3958, LMG 21971, CIP 108555",1,"Algoriphagus aquimarinus",negative
17702,T22,"DSM 17298, ATCC BAA 1189, NBRC 101277",1,"Algoriphagus boritolerans",negative
17705,,"CIP 108556, DSM 19830, CCUG 47095, KMM 3957, LMG 21970",1,"Algoriphagus chordae",negative
133817,,"KCTC 23759, CCUG 61890, CAU 1002",1,"Algoriphagus chungangensis",negative
140941,HJM-2,"KCTC 42704, NBRC 111222",1,"Algoriphagus confluentis",negative
17698,JC2051,"DSM 15292, IMSNU 14013, KCTC 12051",1,"Algoriphagus halophilus",negative
17712,7-UAH,"DSM 19315, CCM 7449, CECT 7267",1,"Algoriphagus hitonicola",negative
133329,S61,"DSM 102044, CCTCC AB 2015446",1,"Algoriphagus iocasae",negative
133687,,"KCTC 22647, JCM 16112, CNU 040",1,"Algoriphagus jejuensis",negative
133258,,"OITF-19, KCTC 52456, NBRC 112418",1,"Algoriphagus litorisediminis",negative
17707,,"DSM 23445, KCTC 12310",1,"Algoriphagus locisalis",negative
133541,S1-3,"KCTC 22630, CCUG 57608",1,"Algoriphagus lutimaris",negative
23439,PR1,"DSM 24695, ATCC BAA 2233",1,"Algoriphagus machipongonensis",negative
17700,JC2050,"DSM 15301, IMSNU 14012, KCTC 12050",1,"Algoriphagus mannitolivorans",negative
140525,am2,"KCTC 52549, MCCC 1H00178",1,"Algoriphagus marinus",negative
141011,KEM-106,"KCTC 52979, NBRC 112904",1,"Algoriphagus marisflavi",negative
133701,DPG-3,"KCTC 23419, CCUG 60523",1,"Algoriphagus namhaensis",negative
133513,CC-Hsuan-617,"BCRC 17886, CCUG 57471, DSM 22140",1,"Algoriphagus olei",negative
17699,JC2052,"DSM 15282, IMSNU 14014, KCTC 12052",1,"Algoriphagus ornithinivorans",negative
133121,NH1,"MCCC 1H00140, KCTC 52228",1,"Algoriphagus resistens",negative
140228,W29,"DSM 100160, KCTC 42940, MCC 2876",1,"Algoriphagus roseus",negative
17708,DS-44,"DSM 22685, CIP 108837, KCTC 12545",1,"Algoriphagus terrigena",negative
17710,,"DSM 17529, KCTC 12716, KMM 6241",1,"Algoriphagus vanfongensis",negative
17701,"M-2Alg 14","DSM 15360, CCUG 47094, KMM 3956, LMG 21969, CIP 108557",1,"Algoriphagus winogradskyi",negative
17706,MSS-160,"DSM 23446, CIP 108748, JCM 12598, KCTC 12309, MSS-160",1,"Algoriphagus yeomjeoni",negative
24720,12C11,"DSM 25035, CGMCC 1.11027, MCCC 1F01099",1,"Algoriphagus zhangzhouensis",negative
498,AAM1,"DSM 23064, BCRC 17888, JCM 15522, JCM 31907",1,"Aliagarivorans marinus",negative
499,AAT1,"DSM 22990, BCRC 17889, JCM 15537",1,"Aliagarivorans taiwanensis",negative
414,TA-67,"DSM 14558, IAM 14935, NRIC 0496",1,"Alicyclobacillus acidiphilus",positive
133505,ZJ-6,"CGMCC 1.7072, NBRC 104953",1,"Alicyclobacillus aeris",variable
429,3-A191,"DSM 17975, IAM 15224",1,"Alicyclobacillus contaminans",positive
430,S-TAB,"DSM 17978, IAM 15229",1,"Alicyclobacillus fastidiosus",positive
435,TC-34,"DSM 22381, CGMCC 1.6357, JCM 15090",1,"Alicyclobacillus ferrooxydans",positive
431,5-A83J,"DSM 17979, IAM 15227",1,"Alicyclobacillus kakegawensis",positive
432,5A-239-2O-A,"DSM 17980, IAM 15370",1,"Alicyclobacillus macrosporangiidus",positive
158721,USBA-GBX-503,"CMPUJ UGB U503, CBMAI 1927",1,"Alicyclobacillus montanus",positive
428,RB-718,"DSM 17974, IAM 15230",1,"Alicyclobacillus sacchari",positive
433,4A-336,"DSM 17981, IAM 15226",1,"Alicyclobacillus shizuokensis",positive
425,CsHg2,"DSM 16176",1,"Alicyclobacillus vulcanalis",positive
140844,GBPy7,"IBRC-M 10763, CECT 8339",1,"Aliidiomarina iranensis",negative
6238,CF12-14,"DSM 22154, CCTCC AB 208166, KACC 13974",1,"Aliidiomarina maris",negative
140532,GBSy1,"CECT 8340, IBRC-M 10764",1,"Aliidiomarina sedimenti",negative
133375,Y4G10-17,"CGMCC 1.15759, KCTC 52381",1,"Aliidiomarina soli",negative
133686,AIT1,"JCM 16052, BCRC 80035, NCCB 100321",1,"Aliidiomarina taiwanensis",negative
133344,7M-Z19,"7M-Z19, NBRC 112240, KCTC 52134, CGMCC 1.15725, DSM 107831",1,"Aliidongia dinghuensis",negative
140832,2W32,"KCTC 42497, CICC 23869",1,"Aliifodinibius halophilus",negative
24787,"YIM D15","DSM 21986, ACCC 10715, KCTC 23442",1,"Aliifodinibius roseus",negative
140954,KHM44,"KACC 19060, NBRC 112531",1,"Aliifodinibius salicampi",negative
24788,"YIM J21","DSM 21194, ACCC 10714",1,"Aliifodinibius sediminis",negative
133419,E3,"CGMCC 1.7001, JCM 15139",1,"Aliiglaciecola lipolytica",negative
133538,,"NRIC 0754, JCM 15896, KMM 3894",1,"Aliiglaciecola litoralis",negative
13769,"CV919-312, CVSP","DSM 16950, ATCC BAA 1102",1,"Aliiroseovarius crassostreae",negative
24498,MA1-10,"DSM 27840, CCUG 60745, KCTC 23462",1,"Aliiroseovarius halocynthiae",negative
130625,M-M10,"DSM 29439, CCUG 62413, KCTC 23959",1,"Aliiroseovarius sediminilitoris",negative
17254,"CMJ 11.1","DSM 23419, CECT 7228, LMG 23869",1,"Aliivibrio finisterrensis",negative
441,B11,"DSM 19476, KCTC 22051",1,"Alishewanella aestuarii",negative
443,BL06,"DSM 24290, JCM 15597, KCTC 22400",0,"Alishewanella agri",negative
440,,"DSM 16032, ATCC BAA 284, CCUG 30811, CIP 106648",1,"Alishewanella fetalis",negative
442,MS1,"DSM 24035, JCM 15561, KCTC 22429, MS1",1,"Alishewanella jeotgali",negative
22907,RCRI4,"DSM 27060, JCM 17275, KCTC 23723, LMG 26473",1,"Alishewanella tabrizica",negative
14033,,"DSM 22520, JCM 16068, YIT 12060",1,"Alistipes indistinctus",negative
14031,,"KCTC 15237, DSM 19147, ATCC BAA 1178, CCUG 48946, WAL 8169",1,"Alistipes onderdonkii",negative
14032,,"DSM 19121, ATCC BAA 1179, CCUG 48947, KCTC 15238, WAL 8301",1,"Alistipes shahii",negative
545,4AG,"DSM 15448, ATCC BAA 956, CIP 109217, JCM 13893",1,"Alkalibacillus filiformis",positive
549,ISL-17,"DSM 23520, CCUG 56753, ISL-17, KCTC 13258",1,"Alkalibacillus flavidus",positive
547,BM2,"DSM 18495, JCM 14193",1,"Alkalibacillus silvisoli",positive
22946,3AD-1,"DSM 25751, JCM 18271",1,"Alkalibacterium gilvum",positive
134116,M3,"JCM 12662, NCIMB 14024",1,"Alkalibacterium iburiense",positive
134250,A11,"JCM 14232, NCIMB 14253",1,"Alkalibacterium indicireducens",negative
2243,T22-1-2,"DSM 19180, NBRC 103247, NRIC 0724",1,"Alkalibacterium kapii",positive
2246,T143-1-1,"DSM 19183, NBRC 103242, NRIC 0719",1,"Alkalibacterium pelagium",positive
2245,T129-2-1,"DSM 19182, NBRC 103243, NRIC 0720",1,"Alkalibacterium putridalgicola",positive
2244,T117-1-2,"DSM 19181, NBRC 103241, NRIC 0718",1,"Alkalibacterium thalassium",positive
5453,CP11,"CCUG 57164, DSM 22112, ATCC BAA 1772, KCTC 15124",1,"Alkalibaculum bacchi",negative
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,"Alkalicoccus halolimnae",positive
1235,6AG,"DSM 15402, ATCC BAA 957",1,"Alkalicoccus saliphilus",positive
17805,Z-7010,"DSM 15055, VKM B-2311",1,"Alkaliflexus imshenetskii",negative
1229,JMM-4,"DSM 16346, CIP 108766, JCM 12340",1,"Alkalihalobacillus macyae",positive
4267,MLHE-1,"DSM 17681, ATCC BAA 1101",1,"Alkalilimnicola ehrlichii",negative
134258,AC40,"JCM 14267, NCIMB 14266",1,"Alkalimonas collagenimarina",negative
140294,X-07-02,"DSM 26418, VKM B-2746",1,"Alkaliphilus namsaraevii",positive
141088,JC227,"KCTC 15343, NBRC 110105",1,"Alkalispirochaeta cellulosivorans",negative
133913,JC133,"KCTC 15220, NBRC 109056",1,"Alkalispirochaeta sphaeroplastigenens",negative
17816,SC/BZ-SP2,"DSM 24412, ATCC BAA 2172",1,"Alkalitalea saponilacus",positive
130802,MN154.3,"DSM 14804, LMG 22842",1,"Alkanibacter difficilis",negative
133636,B3A,"BCRC 17939, LMG 24826",1,"Allobacillus halotolerans",positive
141012,,"NBRC 110719, DSM 29531, CPCC 204077",1,"Allobranchiibius huperziae",positive
8051,Sco-B14,"DSM 45362, KCTC 19661",1,"Allocatelliglobosispora scoriae",positive
2437,JA144,"DSM 19781, JCM 14796",1,"Allochromatium phaeobacterium",negative
2438,JA136,"DSM 18713, JCM 14262",1,"Allochromatium renukae",negative
132684,08HL01032,"DSM 102975, ATCC BAA 2361, CCUG 60119, NCTC 13503",1,"Allofrancisella guangzhouensis",negative
132682,"SYSU YG23","DSM 101834, KCTC 42968",1,"Allofrancisella inopinata",negative
134310,,"KCCM 42675, NBRC 102683, IMCC 3113",1,"Allohahella antarctica",negative
132993,H94,"DSM 24882, CGMCC 1.10800, JCM 17555",1,"Allohahella marinimesophila",negative
140855,MWE-A11,"JCM 19371, KCTC 29232",1,"Allohumibacter endophyticus",positive
2249,,"DSM 7252, ATCC 51267, NCFB 2890, CCUG 32997",1,"Alloiococcus otitis",positive
24457,,"DSM 45532, JCM 17342, YIM 120521",1,"Allokutzneria multivorans",positive
11192,I10A-01259,"DSM 45601, CPCC 203428, KCTC 19844",1,"Allonocardiopsis opalescens",positive
23199,"81/4 12","DSM 22548, CCUG 58091, KCTC 15416",1,"Alloprevotella rava",negative
13641,DN316,"DSM 26385, CICC 10378, HAMBI 3454, LMG 23925",1,"Allorhizobium borbori",negative
134338,505,"LMG 24253, CGMCC 1.7048",1,"Allorhizobium oryzae",negative
23792,M8,"DSM 24762, CCM 7944",1,"Alloscardovia macacae",positive
1767,,"DSM 21503, CCUG 31649, LMG 23792, CIP 109610",1,"Alloscardovia omnicolens",positive
140346,MOZIV/2,"DSM 100237, CCM 8604, LMG 28781",1,"Alloscardovia venturai",positive
133062,,"DSM 42178, CGMCC 4.7247, YIM DR4008",1,"Allostreptomyces psammosilenae",positive
7516,Cr8-25,"DSM 23737, LMG 26215",1,"Alpinimonas psychrophila",variable
159775,SH9,"JCM 32501, CCTCC AB 2017284",1,"Alsobacter soli",negative
133228,,"100921-2, CFCC 14287, KCTC 42844",1,"Altererythrobacter aerius",negative
133618,KYW147,"KCTC 22735, JCM 16339",1,"Alteraurantiacibacter aestuarii",negative
140729,JSSK-8,"KCTC 52763, NBRC 112764",1,"Altererythrobacter aquaemixtae",negative
133169,,"KEM-4, KCTC 52259, NBRC 112305",1,"Altererythrobacter confluentis",negative
140745,THG-S3,"KACC 19190, CGMCC 1.15959",1,"Altererythrobacter deserti",negative
140988,,"CECT 9129, LMG 29518, BR 75",1,"Altericroceibacterium endophyticum",negative
134236,JCS350T,"KCCM 42314, JCM 13815",1,"Altererythrobacter epoxidivorans",negative
159780,MS1-4,"MCCC 1K02683, NBRC 112977",1,"Altererythrobacter flavus",negative
158660,S-54,"KEMB 9005-542, KACC 19119, NBRC 112676",1,"Altererythrobacter fulvus",negative
133814,KJ7,"KACC 16190, JCM 17802",1,"Altererythrobacter gangjinensis",negative
140987,CPA5,"CECT 9130, LMG 29519",1,"Altererythrobacter halimionae",negative
5397,MSSRF26,"DSM 18604, LMG 23789",1,"Altericroceibacterium indicum",negative
134119,SW-109,"KCTC 12311, JCM 12599, CIP 108783",1,"Pontixanthobacter luteolus",negative
158561,C9-11,"MCCC 1K03311, JCM 32056",1,"Altererythrobacter mangrovi",negative
5398,MSW-14,"DSM 21428, KCTC 22370",1,"Altererythrobacter marensis",negative
133493,H32,"CCTCC AB 208229, LMG 24629, MCCC 1A01070",1,"Pelagerythrobacter marinus",negative
133617,KYW48,"KCTC 22736, JCM 16345",1,"Paraurantiacibacter namhicola",negative
140815,WW3,"KCTC 42620, JCM 30975",1,"Altererythrobacter rigui",negative
133411,XY-R17,"KCTC 52267, MCCC 1K01500",1,"Altererythrobacter salegens",negative
133297,,"CAU 1172, KCTC 42453, NBRC 110917",1,"Altererythrobacter sediminis",negative
133352,,"MN-1, KCTC 52135, MCCC 1K02066",1,"Altererythrobacter soli",negative
133807,,"KCTC 12303, JCM 17037, KMM 6042",1,"Altererythrobacter troitsensis",negative
133643,S3-63,"CCTCC AB 207166, CIP 110125",1,"Altererythrobacter xinjiangensis",negative
140743,S36,"CGMCC 1.12804, NBRC 110413",1,"Altererythrobacter xixiisoli",negative
133205,,"JC229, LMG 28999, KCTC 33726",1,"Alteribacillus alkaliphilus",positive
1573,P4B,"DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821",1,"Alteribacillus bidgolensis",positive
1317,X5B,"DSM 23995, IBRC 10446",1,"Alteribacillus iranensis",positive
1572,HS136,"DSM 21632, CCM 7595, JCM 15720, LMG 25222",1,"Alteribacillus persepolensis",positive
449,R10SW13,"DSM 15446, KCTC 12195, KMM 3600, LMG 22532",1,"Alteromonas addita",negative
140995,JDTF-113,"KCTC 52655, NBRC 112708",1,"Alteromonas aestuariivivens",negative
450,,"DSM 23844, CCUG 55340, LMG 24078",1,"Alteromonas genovensis",negative
134153,F-32,"CECT 7067, LMG 22958",1,"Alteromonas hispanica",negative
159815,IO390401,"JCM 32638, CGMCC 1.13554, CCTCC AB 2018072",1,"Salinimonas sediminis",negative
133345,,"JW12, CGMCC 1.15735, KCTC 52408, MCCC 1K03175",1,"Alteromonas lipolytica",negative
134088,TF-22,"KCCM 41775, JCM 12188",1,"Alteromonas litorea",negative
158616,S35,"KCTC 52449, CGMCC 1.16029",1,"Alteromonas oceani",negative
140746,5.12,"LMG 29661, MCC 3250",1,"Alteromonas pelagimontana",negative
134230,,"BCRC 17572, JCM 13896, AS 1",1,"Alteromonas simiduii",negative
447,"ANT69a, R-15466","DSM 15691, LMG 21861",1,"Alteromonas stellipolaris",negative
134229,AT1,"BCRC 17571, JCM 13895",1,"Alteromonas tagae",negative
23153,IGB-41,"DSM 23761, CIP 110167",1,"Amantichitinum ursilacus",negative
17782,ILE-2,"DSM 16581, JCM 14039",1,"Aminiphilus circumscriptus",negative
158376,FH042,"DSM 103574, JCM 31555",1,"Aminipila butyrica",positive
24744,4F6E,"DSM 25964, JCM 18417",1,"Aminivibrio pyruvatiphilus",negative
11861,IMB-1,"DSM 17455, ATCC 202197, CCUG 50580, CIP 108660, JCM 21751",1,"Aminobacter ciceronei",negative
11862,,"DSM 17454, CCUG 50579, CIP 108661, NCIMB 13798, CC 495",1,"Aminobacter lissarensis",negative
16790,SR,"DSM 19636, VKM B-2461",1,"Ammonifex thiophilus",positive
132587,CC-RT-E,"DSM 24738, BCRC 80314",1,"Ammoniphilus resinae",variable
158714,1T4Z-3,"KCTC 39983, CGMCC 1.16066",1,"Amnibacterium endophyticum",positive
7508,KSL51201-037,"DSM 24782, JCM 16463, KEMC 51201-037",0,"Amnibacterium kyonggiense",positive
134038,PB243,"KCTC 33147, JCM 19015, DSM 107362",1,"Amnibacterium soli",positive
17873,"R5 Sph 026, RS.Sph.026","DSM 19760, LMG 24307",1,"Amorphus coralli",negative
17874,"YIM D10","DSM 21202, CCTCC AA 208035",1,"Amorphus orientalis",negative
24748,YC6899,"DSM 23349, KACC 14912, NBRC 107845",1,"Amorphus suaedae",negative
1408,JW/BP-GSL-QD,"DSM 23721, ATCC BAA 2118, NBRC 11149",1,"Amphibacillus cookii",variable
133954,N314,"JCM 18529, NCIMB 14823",1,"Amphibacillus iburiensis",positive
23741,C40,"DSM 27992, JCM 17250, NCIMB 14686",1,"Amphibacillus indicireducens",positive
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,"Amphibacillus jilinensis",positive
23742,J1,"DSM 27991, CGMCC 1.10434, JCM 17099",1,"Amphibacillus marinus",positive
1406,Shu-P-Ggiii25-2,"DSM 21624, IAM 15428, JCM 23213, KCTC 13120, MBIC 08269, NBRC 103570",1,"Amphibacillus sediminis",positive
1403,Ep01,"DSM 6626, ATCC 51415, IFO 15112, JCM 7361, NBRC 15112",1,"Amphibacillus xylanus",positive
11296,M41,"DSM 18887, LMG 24143",1,"Amphritea atlantica",negative
134369,,"JCM 14781, ATCC BAA 1529, JAMM 1525",1,"Amphritea balenae",negative
134368,,"JCM 14782, ATCC BAA 1530, JAMM 1866",1,"Amphritea japonica",negative
140873,B15.09-116,"CECT 8581, LMG 28208",1,"Ampullimonas aquatilis",negative
133131,,"WP1, KCTC 39642, MCCC 1A10745",1,"Amycolatopsis albispora",positive
159864,AU-G6,"CGMCC 4.7351, NBRC 112404",1,"Amycolatopsis antarctica",positive
13516,RA45,"DSM 45648, CGMCC 4.5579, JCM 16584",1,"Amycolatopsis arida",positive
24444,BNT52,"DSM 45679, JCM 31029, KCTC 29065, NRRL B-24886",1,"Amycolatopsis cihanbeyliensis",positive
13252,"FH 1845","DSM 44594, JCM 12669, NRRL B-24209",1,"Amycolatopsis decaplanina",positive
13286,,"DSM 45426, CCTCC AA 2011016, JCM 18054, YIM 75904",0,"Amycolatopsis dongchuanensis",positive
13265,LC2,"DSM 45164, CCTCC AB 206019, CIP 109736, IAM 15387, JCM 21831",1,"Amycolatopsis echigonensis",positive
133703,GY307,"NCIMB 14709, NRRL B-24844, DSM 45669",1,"Amycolatopsis granulosa",positive
13261,N4-6,"DSM 45041, JCM 13279, NRRL B-24428",1,"Amycolatopsis halotolerans",positive
13272,TT00-43,"DSM 45661, KCTC 19329, NBRC 103394",1,"Amycolatopsis helveola",positive
13262,N7-3,"DSM 45042, JCM 13280, NRRL B-24427",1,"Amycolatopsis jejuensis",positive
13227,KT2025,"DSM 45510, JCM 31204, KCTC 29056",1,"Amycolatopsis magusensis",positive
13267,Ms392A,"DSM 45569, CGMCC 4.3568, NBRC 104263",1,"Amycolatopsis marina",positive
13258,32U-2,"DSM 44988, KCCM 42246, NRRL B-24435",1,"Amycolatopsis minnesotensis",positive
13259,"CSC 17TA-090","DSM 44992, CIP 109581, NRRL B-24473, HKI 0330",1,"Amycolatopsis nigrescens",positive
13266,LC11,"DSM 45165, CCTCC AB 206020, CIP 109735, IAM 15388, JCM 21832",1,"Amycolatopsis niigatensis",positive
158267,SCM_MK2-4,"DSM 107509, JCM 32134, TBRC 7186",1,"Amycolatopsis oliviviridis",positive
13253,"SBHs Strp1","DSM 44776, CIP 108939, JCM 13852, NRRL B-24324",1,"Amycolatopsis plumensis",positive
13264,GY080,"DSM 45072, NCIMB 14277",1,"Amycolatopsis regifaucium",positive
158797,DH51B-4-3,"TBRC 6029, NBRC 112509",1,"Amycolatopsis rhizosphaerae",positive
133704,NMG112,"NCIMB 14711, NRRL B-24848",1,"Amycolatopsis ruanii",positive
13260,2406-001,"DSM 44993, JCM 14909, NRRL B-24474, HKI 0457",1,"Amycolatopsis saalfeldensis",positive
13273,,"DSM 45649, BCC 35842, NBRC 106095, TISTR 1919, RM 287",1,"Amycolatopsis samaneae",positive
158790,C12CA1,"TBRC 1456, NBRC 111116",1,"Amycolatopsis silviterrae",positive
13263,0345M-7,"DSM 45107, BCRC 16802, KCTC 19116",1,"Amycolatopsis taiwanensis",positive
133705,SF45,"NCIMB 14705, NRRL B-24845",1,"Amycolatopsis thermalba",positive
13276,GY088,"DSM 45805, NCIMB 14699, NRRL B-24836",1,"Amycolatopsis thermophila",positive
13269,ABO,"DSM 45259, BCCM 24814, LMG 24814",1,"Amycolatopsis tucumanensis",positive
13268,RP-AC36,"DSM 45180, JCM 16898, NRRL B-24662",1,"Amycolatopsis ultiminotia",positive
13277,"GY 115","DSM 45668, NCIMB 14700, NRRL B-24837",1,"Amycolatopsis viridis",positive
13271,,"DSM 45285, CCM 7627, KCTC 19581, CPCC 202699",1,"Amycolatopsis xylanica",positive
140730,H-12,"KCTC 52581, CGMCC 1.15880",1,"Amylibacter cionae",negative
159735,4G11,"KY 463497, KCTC 52506, NBRC 112428",1,"Amylibacter kogurei",negative
159853,m18,"KACC 19229, JCM 32051",1,"Amylibacter lutimaris",negative
1559,"MS 6","DSM 22531, NCCB 100213, UNIQEM U377",1,"Anaerobacillus alkalidiazotrophicus",positive
17964,PAOHA-1,"DSM 14826, UNIQEM 227",1,"Anaerobranca californiensis",negative
17965,"JW/VK-KS54, JW/VK-KS5Y","DSM 18970, VKM B-2436",1,"Anaerobranca zavarzinii",negative
5429,L2-7,"DSM 17630, KCTC 15707",1,"Anaerobutyricum soehngenii",positive
132584,,"DSM 100423, JCM 30819, SN 021",1,"Anaerocolumna cellulosilytica",positive
2829,HY-35-12,"DSM 15929, IMSNU 40003, KCTC 5026",1,"Anaerocolumna jejuensis",positive
502,IMO-1,"DSM 16554, JCM 12577",1,"Anaerolinea thermolimosa",negative
501,UNI-1,"DSM 14523, JCM 11388",1,"Anaerolinea thermophila",negative
140570,DY2726D,"JCM 30224, MCCC 1A00776",1,"Anaeromicrobium sediminis",variable
2874,C5BEL,"DSM 23801, JCM 17239",1,"Anaerosalibacter bizertensis",positive
11852,WN036,"DSM 21120, JCM 15094",1,"Anaerosphaera aminiphila",positive
2868,HY-37-4,"DSM 15930, IMSNU 40011, KCTC 5027",1,"Anaerosporobacter mobilis",positive
132639,"FRC-RU4, RU4","DSM 29728, ATCC BAA 2723",1,"Anaerosporomusa subterranea",negative
6340,35-7,"DSM 22094, JCM 17466, LMG 24724",1,"Anaerostipes butyraticus",positive
132583,FH052,"DSM 100431, JCM 30820",1,"Anaerotaenia torta",positive
140747,SH021,"JCM 31556, DSM 103575",1,"Anaerotignum aminivorans",positive
2806,G17,"DSM 14214, LMG 20954",1,"Anaerotignum lactatifermentans",negative
2765,X4,"DSM 3847, KCTC 15564",1,"Anaerotignum neopropionicum",negative
2646,X2,"DSM 1682, ATCC 25522, NCIMB 10656, CCUG 9280, JCM 1430, VPI 5303",1,"Anaerotignum propionicum",positive
17679,277,"DSM 17241, CCUG 45055, CIP 107754, WAL 14565, JCM 15631",1,"Anaerotruncus colihominis",positive
17407,NS05,"DSM 18746, CCM 7435, CCUG 57200, NEU 1212",1,"Ancylobacter oerskovii",negative
17403,Pla5,"DSM 2457, CIP 109301, NCIB 10516, CCUG 30553",1,"Ancylobacter polymorphus",negative
158256,E130,"DSM 102029, LMG 29367",1,"Ancylobacter pratisalsi",negative
17402,"YCM 11671","DSM 17131, AS 1.1761, YCM 11671",1,"Ancylobacter rudongensis",negative
157183,Osot,"CCUG 70237, JCM 32039, DSM 106440, VKM B-3145",1,"Ancylobacter sonchi",negative
