"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,Enzyme,"Enzyme activity"
134025,49061,"JCM 18565, KCTC 29126T",1,"Mycobacterium paragordonae",urease,+
140637,MOTT64,"KCTC 29084, JCM 30622",1,"Mycobacterium intracellulare",urease,-
8533,,"DSM 44648, ATCC BAA 614, HSC 68",1,"Mycobacterium parascrofulaceum",urease,+
8538,31118,"DSM 45000, KCTC 19145",1,"Mycobacterium paraseoulense",urease,+
8493,Fi-14400,"DSM 44553, CIP 107385, MUP 1182, CCUG 50998",1,"Mycobacterium parmense",urease,+
140288,AFPC-000227,"DSM 104278, CIP 111197, AFPC 000207",1,"Mycobacterium persicum",urease,-
8544,,"DSM 45108, ATCC BAA 883, L15, NCTC 13318",1,"Mycobacterium pseudoshottsii",urease,+
8522,,"DSM 44697, CIP 108547, LMG 21953, WA 101",1,"Mycobacterium psychrotolerans",urease,+
8579,NLA000201958,"DSM 45176, CIP 109808, CCUG 58462",1,"Mycobacterium riyadhense",urease,+
8576,JS14,"DSM 45406, ATCC BAA 1377, CIP 109273, JCM 16372",1,"Mycobacterium rufum",urease,+
8577,czh-117,"DSM 45405, ATCC BAA 1375, CIP 109271, JCM 16371",1,"Mycobacterium rutilum",urease,+
133184,,"DL734, JCM 30395, NCCB 100519",1,"Mycobacterium sarraceniae",urease,-
24236,"YIM M13028","DSM 45643, KCTC 19999",1,"Mycobacterium sediminis",urease,+
8553,"ABO-M06, MBS-1","DSM 45070, CIP 109395, CCUG 55975, CIP 139395",1,"Mycobacterium setense",urease,+
140668,NJB0901,"JCM 31611, KCTC 39843, DSM 109040",1,"Mycobacterium stephanolepidis",urease,+
24032,IM13,"DSM 26542, NBIMCC 8736",1,"Myroides guanonis",urease,+
5623,JS-08,"DSM 23048, JCM 16529, KCTC 23023",1,"Myroides marinus",urease,+
5624,MY15,"DSM 23313, LMG 25566",1,"Myroides phaeus",urease,+
132455,2Q3S-4-2,"DSM 100722, CGMCC 4.7308",1,"Nakamurella endophytica",urease,-
23147,DS-52,"DSM 26917, CIP 108919, JCM 15652, KCTC 19127",1,"Nakamurella flavida",urease,+
133020,S20-107,"DSM 102309, LMG 29427",1,"Nakamurella silvestris",urease,+
132586,"JW/NM-HA 15","DSM 23470",0,"Natrarchaeobaculum aegyptiacum",urease,-
140343,AFT2,"DSM 103164, CCTCC AB 2015428",1,"Naumannella cuiyingiana",urease,-
12674,,"DSM 24323, LMG 26184, WS 4616",1,"Naumannella halotolerans",urease,+
140279,KH1503,"DSM 103136, ATCC TSD-57",1,"Neisseria arctica",urease,+
158278,93087,"DSM 104677, LMG 30012",1,"Neisseria dumasiana",urease,-
13638,,"DSM 21826, CCBAU 01393, HAMBI 3051, LMG 24763",1,"Neorhizobium alkalisoli",urease,+
158718,S27-2,"KCTC 52335, MCCC 1A02149",1,"Neptunicella marina",urease,-
158806,,"CCTCC AB 2015430, KCTC 42985, NBRC 111872, MCCC 1K03518, CY 02",1,"Neptunicoccus sediminis",urease,-
132446,CK5,"DSM 27373, JCM 19723",1,"Nesterenkonia aurantiaca",urease,-
159880,,"CCTCC AB 2017176, NBRC 112398, EGI 60016",1,"Nesterenkonia endophytica",urease,-
7764,,"DSM 15474, CCTCC AA 001022, YIM 70084",1,"Nesterenkonia halotolerans",urease,+
7765,,"DSM 15475, CCTCC AA 001025, YIM 70097",1,"Nesterenkonia xinjiangensis",urease,+
140513,RP-2,"JCM 30952, KACC 18623",1,"Niabella aquatica",urease,-
133520,,"LMG 24661, HAMBI 3031, CCBAU 05354",1,"Niabella yanshanensis",urease,+
133253,,"THG-YS3.2.1, KCTC 52084, CCTCC AB 2015356",1,"Niastella hibisci",urease,-
140864,DJ57,"KCTC 42474, CCTCC AB 2015052",1,"Niastella vici",urease,-
141099,MME-018,"KCCM 43135, JCM 30752",1,"Nioella aestuarii",urease,-
140471,JS7-11,"MCCC 1A00710, KCTC 42144",1,"Nioella sediminis",urease,-
140601,2-2-12-1,"CGMCC 1.15320, LMG 29090",1,"Nitratireductor aestuarii",urease,+
133633,C115,"RC92-7, CCTCC AB 209298, LMG 25540, MCCC 1A01260",1,"Nitratireductor indicus",urease,+
133275,,"GSS14, KCTC 52186, MCCC 1K02481",1,"Nitratireductor lacus",urease,+
141102,,"ATCC TSD-97, NCIMB 15022, SCM 1",1,"Nitrosopumilus maritimus",urease,-
140139,,"DSM 106739, JCM 18716, KACC 17062, MIC 2059",1,"Niveibacterium umoris",urease,-
10715,W9988,"DSM 45539, CCUG 59655",1,"Nocardia amikacinitolerans",urease,+
10786,,"DSM 44729, IFM 0575, JCM 12118, NBRC 100135",1,"Nocardia araoensis",urease,+
132481,1H-HV4,"DSM 100526, CGMCC 4.7278",1,"Nocardia camponoti",urease,+
140953,"YIM A1135","KCTC 39595, CCTCC AA 2017030, DSM 100514",1,"Nocardia cavernae",urease,-
10799,,"DSM 44804, CIP 108975, IFM 0354, JCM 12351, NBRC 100430, CCUG 52242",1,"Nocardia concava",urease,+
10806,,"DSM 44883, IFM 0803, JCM 12667, NBRC 100660",1,"Nocardia exalbida",urease,+
10830,A2012,"DSM 45516, KCTC 19986, NRRL B-24833",1,"Nocardia goodfellowii",urease,+
23157,GW5-5797,"DSM 45869, CCUG 60970, CIP 110294, JCM 19117",1,"Nocardia grenadensis",urease,+
140373,"CFH S0067","DSM 46764, JCM 30085",1,"Nocardia heshunensis",urease,+
10778,,"DSM 44732, CIP 108597, IFM 10084, JCM 12121, NBRC 100133",1,"Nocardia higoensis",urease,+
10782,,"DSM 44667, JCM 11891, NBRC 100128, IFM 0092",1,"Nocardia inohanensis",urease,+
10824,"BM123, UI122540","DSM 45197, JCM 18299, NRRL 5646, NRRL B-24671",1,"Nocardia iowensis",urease,+
10808,"N 3-2","DSM 44959, JCM 13281, NRRL B-24430",1,"Nocardia jejuensis",urease,+
10785,,"DSM 44670, JCM 11894, NBRC 100131, IFM 0330",1,"Nocardia niigatensis",urease,+
10810,"OFN 02.72","DSM 44978, CIP 108955",1,"Nocardia ninae",urease,+
10827,W9241,"DSM 45340, CCUG 57756, JCM 19118",1,"Nocardia niwae",urease,+
133695,7031,"AS4.1808, JCM 11884",1,"Nocardia pigrifrangens",urease,+
158323,"KLBMP S0039","DSM 101726, CGMCC 4.7329, KCTC 39693",1,"Nocardia rhizosphaerihabitans",urease,+
10777,,"DSM 44733, CIP 108598, IFM 10311, JCM 12122, NBRC 100134",1,"Nocardia shimofusensis",urease,+
10780,MS1-3,"DSM 44801, CIP 108681, NBRC 100417",1,"Nocardia takedensis",urease,+
10773,"GW 39-1573","DSM 44704, CIP 107929, CCUG 49019",1,"Nocardia tenerifensis",urease,+
10814,,"DSM 44935, DSM 44897, IFM 0706, JCM 13033, NBRC 100888",1,"Nocardia terpenica",urease,+
10831,A2019,"DSM 45517, KCTC 19985, NRRL B-24834",1,"Nocardia thraciensis",urease,+
10797,276,"DSM 44895, CGMCC 4.1860, IFM 10549, JCM 12160",1,"Nocardia xishanensis",urease,+
10784,,"DSM 44669, JCM 11893, NBRC 100130, IFM 0265",1,"Nocardia yamanashiensis",urease,+
140784,djl-8,"KCTC 39844, CCTCC AB 2017058",1,"Nocardioides agrisoli",urease,-
141143,THG-S11.7,"KCTC 39607, CCTCC AB 2015297",1,"Nocardioides albidus",urease,-
159868,,"KCTC 49020, CGMCC 4.7457, CFH 30205",1,"Nocardioides allogilvus",urease,-
132635,B2-12,"DSM 100725, KCTC 39748, NRRL B-65313",1,"Nocardioides baekrokdamisoli",urease,-
133079,"YIM A1136","DSM 29950, KCTC 39551",1,"Nocardioides cavernae",urease,-
133240,,"Y4, CGMCC 1.12791, MCCC 1A09944, LMG 28100, JCM 19770",1,"Nocardioides flavus",urease,-
132516,SYP-A7303,"DSM 100492, KCTC 39594",1,"Nocardioides ginkgobilobae",urease,+
11119,,"DSM 17921, CCUG 52478, KCTC 19135, Gsoil 1124",1,"Nocardioides ginsengisoli",urease,+
158314,78,"DSM 106424, CGMCC 4.7461",1,"Nocardioides houyundeii",urease,-
11146,,"DSM 23133, KCTC 19265, LMG 24128, DCY 24",1,"Nocardioides humi",urease,+
133130,,"YIM DR1091, JCM 30632, CGMCC 4.7251",1,"Nocardioides intraradicalis",urease,-
140785,,"KCTC 39886, DSM 104480, BGMRC 2075",1,"Nocardioides kandeliae",urease,+
11157,D94-1,"DSM 24663, CGMCC 4.6858",1,"Nocardioides lianchengensis",urease,+
140309,002-2,"DSM 103718, KCTC 39838",0,"Nocardioides litoris",urease,-
140786,x-2,"KCTC 39845, CCTCC AB 2016255",1,"Nocardioides litorisoli",urease,-
133952,CL-GY44,"KCCM 90109, JCM 18459",1,"Nocardioides marinquilinus",urease,+
158822,THG-T63,"KACC 19192, CGMCC 4.7388",1,"Nocardioides pelophilus",urease,+
133104,WYH11-7,"DSM 104026, CGMCC 4.7371",1,"Nocardioides phosphati",urease,-
140849,GY0594,"MCCC 1A10561, KCTC 39638",1,"Nocardioides rotundus",urease,-
140344,,"DSM 100390, KCTC 39565, NBRC 110251, BGMRC 0092",1,"Nocardioides sonneratiae",urease,+
132482,JM-601,"DSM 101604, CCM 8654, CIP 110980",1,"Nocardioides zeicaulis",urease,-
133234,,"TRM 46250, CCTCC AA 2015027, KCTC 39725",1,"Nocardiopsis akesuensis",urease,-
11234,,"DSM 45031, CGMCC 4.3500, HBUM 20038",1,"Nocardiopsis ganjiahuensis",urease,+
11237,"IMMIB L-21","DSM 45234, CCUG 56587",1,"Nocardiopsis potens",urease,+
158292,"SYSU K10005","DSM 103465, CGMCC 4.7368, KCTC 39805",1,"Nonomuraea cavernae",urease,-
133109,,"MCCC 1K03213, KCTC 39826, XMU 110",1,"Nonomuraea ceibae",urease,-
16573,A4036,"DSM 45507, KCTC 19870",1,"Nonomuraea jabiensis",urease,+
132533,NEAU-ND5,"DSM 100528, CGMCC 4.7280",1,"Nonomuraea zeae",urease,+
140696,XMTR2A4,"MCCC 1A01882, KCTC 52427",1,"Notoacmeibacter marinus",urease,+/-
11370,SUEMI08,"DSM 24251, CECT 7839, LMG 26150",1,"Noviherbaspirillum aurantiacum",urease,+
140483,,"JCM 17723, DSM 25787, TSA 66",1,"Noviherbaspirillum autotrophicum",urease,-
11371,SUEMI03,"DSM 24250, CECT 7838, LMG 26151",1,"Noviherbaspirillum canariense",urease,+
140482,,"JCM 17722, ATCC TSD-69, TSA 40",1,"Noviherbaspirillum denitrificans",urease,-
24271,PB1,"DSM 26001, LMG 27282",1,"Noviherbaspirillum psychrotolerans",urease,+
11372,SUEMI10,"DSM 24276, CECT 7840, LMG 26149",1,"Noviherbaspirillum soli",urease,+
159855,Jyi-02,"BCRC 80537, KCTC 32422",1,"Novosphingobium arvoryzae",urease,-
23265,LL02,"DSM 25411, CCM 7980",1,"Novosphingobium barchaimii",urease,+
133280,,"STM-24, BCRC 80925, LMG 29291, KCTC 42984",1,"Novosphingobium bradum",urease,-
141008,164,"CICC 11035s, DSM 103351",1,"Novosphingobium clariflavum",urease,-
140931,Teta.03,"LMG 27385, KCTC 32255",1,"Novosphingobium colocasiae",urease,-
140632,UCM-28,"KACC 18571, NBRC 111647",1,"Novosphingobium flavum",urease,-
140737,Tese-5,"BCRC 80904, LMG 28838, KCTC 42656",1,"Novosphingobium ipomoeae",urease,-
23267,,"DSM 25409, CCM 7976, LE 124",0,"Novosphingobium lindaniclasticum",urease,+
158720,KSS165-70,"CIP 111490, CCM 8814, DSM 106122",1,"Novosphingobium lubricantis",urease,-
140899,SLH-16,"BCRC 80888, LMG 28418, KCTC 42194",1,"Novosphingobium piscinae",urease,-
132351,277,"DSM 25168, LMG 26948",1,"Occallatibacter riparius",urease,-
132353,A2-1c,"DSM 25170, LMG 26946",1,"Occallatibacter savannae",urease,-
14022,LMC2up-L3,"DSM 22161, CCTCC AB 209059, LMG 24859, MCCC 1A02656",1,"Oceanibaculum pacificum",urease,+
24525,CLW,"DSM 24423, CGMCC 1.10808, LMG 26245, MCCC 1A06272",0,"Oceanicella actignis",urease,+
132996,S9-10,"DSM 28133, CGMCC 1.12628, LMG 28074",1,"Oceanihabitans sediminis",urease,-
133770,V1-41,"CCUG 58690, KCTC 23013, NBRC 106171",1,"Oceanisphaera arctica",urease,+
132549,,"DSM 101867, CIP 110951, NCIMB 703044, AVG 2115",1,"Oceanivirga salmonicida",urease,-
1377,S-11,"DSM 21910, CCUG 53534, CIP 109363, KCTC 13061",1,"Oceanobacillus caeni",urease,-
23737,A21,"DSM 28042, JCM 17251, NCIMB 14685",1,"Oceanobacillus indicireducens",urease,+
1378,SSK2-2,"DSM 23158, KCTC 13177, PCU 300, TISTR 1858",1,"Oceanobacillus kapialis",urease,-
1380,A1g,"DSM 24772, CGMCC 1.7693, JCM 15776",1,"Oceanobacillus neutriphilus",urease,-
1374,20AG,"DSM 16557, ATCC BAA 954, CIP 109235",1,"Oceanobacillus oncorhynchi subsp. incaldanensis",urease,-
133964,SA9,"JCM 17252, NCIMB 14684, DSM 107338, BCRC 80661",1,"Oceanobacillus polygoni",urease,+
1376,CL-MP28,"DSM 18246, CIP 109535, KCCM 42318, KCTC 13625",1,"Oceanobacillus profundus",urease,-
1878,"CIP 82.115, CIP 149-70","DSM 6882, Alc 37, ATCC 49188, CIP 149-70, CIP 82.115, LMG 3331",1,"Brucella anthropi",urease,+
1890,,"DSM 19778, CECT 7172, CIP 109590, LMG 22713, CCUG 54646, ESC 1",1,"Brucella cytisi",urease,-
1882,OgA9a,"DSM 13338, NBRC 102586, CCUG 46362, CIP 107373, LMG 18954",1,"Brucella grignonensis",urease,-
1891,,"CCUG 55422, DSM 17490, CIP 109116, KCTC 22760, ADV 31",1,"Brucella pseudintermedia",urease,-
133086,"SM 30","DSM 102969, NBRC 111955",1,"Oharaeibacter diazotrophicus",urease,-
140604,,"JCM 30904, KCCM 43131, MEBiC 09124",1,"Oleiagrimonas citrea",urease,+
140605,3.5X,"NBRC 110685, KCTC 42351, CPCC 100614, DSM 107085",1,"Oleiagrimonas soli",urease,+
11298,2O1,"DSM 24913, BTCC B-675, NBRC 105760",1,"Oleibacter marinus",urease,+
159703,NVT,"ATCC BAA 2697, DSM 29249",1,"Oleiharenicola alkalitolerans",urease,+
356,,"DSM 18253, ATCC 43534, CCM 4583, CCUG 1465Aa, CDC C379, CIP 103114, LMG 6519, NCTC 11997, CCUG 1465 A",1,"Oligella ureolytica",urease,+
355,MC213,"DSM 7531, ATCC 17960, CCUG 13463, LMG 5303, CDC 7603",1,"Oligella urethralis",urease,-
134299,,"KCTC 12646, LMG 23491, Gsoil 060",1,"Olivibacter ginsengisoli",urease,+
159786,BS18,"KACC 16612, JCM 18200",1,"Olivibacter ginsenosidimutans",urease,+
133862,14-2A,"KCTC 23098, CCTCC AB 2010105",1,"Olivibacter jilunii",urease,+
134298,,"KCTC 12645, LMG 23492, Gsoil 034",1,"Olivibacter soli",urease,+
134297,,"KCTC 12644, LMG 23494, Jip 13",1,"Olivibacter terrae",urease,+
17917,,"DSM 22228, CCUG 57622, CN 3",1,"Orbus hercynius",urease,+
1381,,"DSM 15681, CCM 7096, WSBC 24001",1,"Ornithinibacillus bavariensis",urease,-
1382,MB-9,"DSM 16628, CCM 7237",1,"Ornithinibacillus californiensis",urease,-
140787,Aerobe-19,"KACC 18485, KCTC 39705, NBRC 111450",1,"Oryzihumus soli",urease,-
140788,EPL6,"LMG 28427, CECT 8927, CCUG 62476",1,"Oryzisolibacter propanilivorax",urease,-
133342,,"TPP412, BCRC 80905, JCM 30814",1,"Oryzomicrobium terrae",urease,-
157756,SK3863,"DSM 105395, KCCM 43236",1,"Ottowia konkukae",urease,-
159829,KADR8-3,"KACC 19325, NBRC 113109",1,"Ottowia oryzae",urease,+
140618,L14,"CGMCC 1.15420, JCM 31170",1,"Paenibacillus aceti",urease,-
158574,Q4-3,"CGMCC 1.16134, KCTC 33911",1,"Paenibacillus albidus",urease,-
134087,20CM,"LMG 22078, CECT 5836",1,"Paenibacillus antarcticus",urease,+
158293,,"DSM 108811, JCM 30981, KCTC 33985, MME2_R6, PAMC 28731",1,"Paenibacillus arcticus",urease,-
140714,RC11,"KCTC 33816, LMG 29659, TISTR 2452",1,"Paenibacillus aurantiacus",urease,-
141156,NF2-4-5,"KACC 18967, LMG 29963, DSM 104138",1,"Paenibacillus azotifigens",urease,-
140850,Back-11,"KCTC 33723, CECT 8890",1,"Paenibacillus baekrokdamisoli",urease,-
23182,D75,"DSM 24714, CGMCC 1.10784",1,"Paenibacillus catalpae",urease,+
140900,BK114-2,"KCTC 33251, TISTR 2282",1,"Paenibacillus cathormii",urease,-
132384,C4-5,"DSM 100100, KCTC 33652",1,"Paenibacillus cavernae",urease,-
132589,LC2-13A,"DSM 101873, NRRL B-65368, UICC B-42",1,"Paenibacillus cisolokensis",urease,+
132572,AP-115,"DSM 101601, CCM 8653, LMG 29222, CCM 8655",1,"Paenibacillus cucumis",urease,+/-
158407,"KUDC 6143","DSM 106581, KCTC 33853",1,"Paenibacillus elymi",urease,-
159854,"CFH S0170","KCTC 33624, BCRC 80802",1,"Paenibacillus esterisolvens",urease,-
133092,I12B-01101,"DSM 26048, KCTC 33054, CPCC 100226",1,"Paenibacillus eucommiae",urease,-
11588,GMP01,"DSM 17253, CECT 5760, LMG 20987",1,"Paenibacillus favisporus",urease,+
11625,ZL,"DSM 21315, BCRC 17579, LMG 23577",1,"Paenibacillus fonticola",urease,+
133207,,"AMTAE16, LMG 29501, CECT 9124",1,"Paenibacillus hispanicus",urease,-
132390,R55,"DSM 29850, CGMCC 1.15043",1,"Paenibacillus marchantiophytorum",urease,-
158786,S8,"KCTC 33848, JCM 31672",1,"Paenibacillus mobilis",urease,-
159846,RA17,"KCTC 33894, CCTCC AB 2017053",1,"Paenibacillus montanisoli",urease,-
134375,MXC2-2,"KCTC 13036, PCU 281, TISTR 1836",1,"Paenibacillus montaniterrae",urease,+
11636,MX2-3,"DSM 22867, KCTC 13044, PCU 276, TISTR 1828",1,"Paenibacillus nanensis",urease,+
140932,P5-1,"CGMCC 1.15178, NBRC 111536",1,"Paenibacillus nasutitermitis",urease,+
141157,JJ-59,"DSM 103623, CIP 111179, LMG 29764",1,"Paenibacillus nebraskensis",urease,-
133265,,"1DrF-4, ACCC 19927, JCM 30486",1,"Paenibacillus oryzae",urease,-
11615,,"DSM 21345, KCTC 13020, LMG 23405, Gsoil 1411",1,"Paenibacillus panacisoli",urease,-
140866,PM10,"LMG 28691, CECT 8827",1,"Paenibacillus periandrae",urease,-
133371,,"TEGT-2, CCTCC AB 2015258, KCTC 33806",1,"Paenibacillus qinlingensis",urease,-
140933,694,"CGMCC 1.15286, DSM 100762",1,"Paenibacillus radicis",urease,-
11651,"MC-246, rec-246","DSM 22072, CCUG 57263",1,"Paenibacillus residui",urease,+
133089,JJ-64,"DSM 103963, CCM 8725, LMG 29875",1,"Paenibacillus rhizoplanae",urease,-
132619,DB13260,"DSM 28014, CGMCC 1.12769",1,"Paenibacillus segetis",urease,-
134374,X13-1,"KCTC 13039, PCU 280",1,"Paenibacillus septentrionalis",urease,+
158769,YYJ7-1,"ACCC 19965, KCTC 33849",1,"Paenibacillus shunpengii",urease,-
134373,S5-3,"KCTC 13038, PCU 279, TISTR 1831",1,"Paenibacillus siamensis",urease,+
133264,,"TEGR-3, CCTCC AB 2016047, KCTC 33807",1,"Paenibacillus sinopodophylli",urease,-
133010,FJAT-22460,"DSM 100999, CCTCC AB 2015207",1,"Paenibacillus solani",urease,+
132363,D33,"DSM 100035, CCTCC AB 2015273, KACC 18491",1,"Paenibacillus terreus",urease,-
140529,RTAE36,"CECT 9125, LMG 29502",1,"Paenibacillus tritici",urease,-
24286,,"DSM 27954, CCUG 53270, JCM 18268",1,"Paenibacillus vulneris",urease,+
158762,,"IBRCM 10987, LMG 29451, AS 7",1,"Paenibacillus xanthanilyticus",urease,-
830,,"DSM 520, ATCC 27380, CCUG 10978, NRRL NRS-1629",1,"Paenibacillus xerothermodurans",urease,-
11655,X11-1,"DSM 25299, KCTC 13042, PCU 311, TISTR 1829",1,"Paenibacillus xylanisolvens",urease,+
158816,J-3,"KCTC 33926, CGMCC 1.16455",1,"Paenibacillus yanchengensis",urease,-
7610,Lz1y,"DSM 15796, JCM 12166",1,"Paeniglutamicibacter gangotriensis",urease,+
7609,KGN15,"DSM 15797, CIP 108629, JCM 12165",1,"Paeniglutamicibacter kerguelensis",urease,+
7597,AG31,"DSM 15454, CIP 108593, LMG 21914",1,"Paeniglutamicibacter psychrophenolicus",urease,+
24335,PN2,"DSM 28130, JCM 15114, LMG 23933",1,"Paenisporosarcina indica",urease,+
12496,,"DSM 17365, JCM 13257, CCUG 53888, WB 4",1,"Paludibacter propionicigenes",urease,-
140824,KJ031,"KCTC 42852, CECT 8976",1,"Paludibacterium purpuratum",urease,-
132417,PX4,"DSM 28747, VKM B-2904",1,"Paludisphaera borealis",urease,-
132637,"GS 1550","DSM 18138, JCM 31452, KCTC 12658, Gsoil 1550",1,"Panacibacter ginsenosidivorans",urease,-
2059,,"DSM 16535, CCM 4976, CCUG 38412, CIP 106627, LMG 16407",1,"Pandoraea apista",urease,+
2062,KOx,"DSM 23572, CCM 2766, NBRC 106092",1,"Pandoraea faecigallinarum",urease,-
2056,"R2, UBM 101","DSM 11628, CCUG 39188, LMG 18379, CIP 39188",1,"Pandoraea norimbergensis",urease,-
2063,TA25,"DSM 23570, CCM 7677, NBRC 106091, NEU 105",1,"Pandoraea oxalativorans",urease,+
2060,,"DSM 16536, CCM 4978, CCUG 38742, CIP 106626, LMG 18087",1,"Pandoraea pnomenusa",urease,+
2058,"FC 330","DSM 16583, CCM 4979, CCUG 38759, CIP 106625, LMG 18106",1,"Pandoraea pulmonicola",urease,-
140630,SE-S21,"JCM 30137, KACC 18127",1,"Pandoraea terrae",urease,+
2061,ATSB16,"DSM 25325, KACC 12757, LMG 24779",1,"Pandoraea thiooxydans",urease,+
2066,"561, NS15","DSM 23571, CCM 7667, NBRC 106088",1,"Pandoraea vervacti",urease,+
159698,Q4.6,"CGMCC 1.15703, KCTC 52466",1,"Pannonibacter carbonis",urease,+
13692,C6/19,"DSM 14782, NCAIM B02025, CCUG 54624",1,"Pannonibacter phragmitetus",urease,+
13690,C6/8,"DSM 14780, NCAIM B02027",0,"Pannonibacter phragmitetus",urease,+
13691,C6/17,"DSM 14781, NCAIM B02026",0,"Pannonibacter phragmitetus",urease,+
133586,SA33,"NBRC 101816, VTCC-D6-6",1,"Paraburkholderia acidipaludis",urease,+
158708,BN5,"KACC 19419, JCM 32303",1,"Paraburkholderia aromaticivorans",urease,-
158593,NF2-5-3,"KACC 18968, LMG 29961",1,"Paraburkholderia azotifigens",urease,+
133179,,"CF1, LMG 28690, CGMCC 1.15103",1,"Paraburkholderia caffeinilytica",urease,-
158824,HM451,"GDMCC 1.1190, LMG 30092",1,"Paraburkholderia caseinilytica",urease,+
130228,,"DSM 29787, BCRC 80259, JPY 461, KCTC 23308, LMG 26031, NKMU-JPY461",1,"Paraburkholderia diazotrophica",urease,+
159875,,"LMG 27177, HAMBI 3356, WSM 4178",1,"Paraburkholderia fynbosensis",urease,-
133562,SA41,"NBRC 101817",1,"Paraburkholderia heleia",urease,+
1978,,"DSM 21604, BCRC 17575, LMG 23741, CCUG 54299, BR Br3437",1,"Paraburkholderia nodosa",urease,+
1991,OX-01,"DSM 22550, LMG 26376, NBRC 105797",1,"Paraburkholderia oxyphila",urease,+
133350,,"DSM 101189, LMG 29163, STM 7183",1,"Paraburkholderia piptadeniae",urease,-
1981,RP007,"DSM 23088, CCUG 53604, ICMP 13529, LMG 24000",1,"Paraburkholderia sartisoli",urease,+
1973,SRMrh-20,"DSM 21840, ATCC BAA 1244, CCUG 54297, LMG 23149",1,"Paraburkholderia silvatlantica",urease,+
1968,KMY02,"DSM 17804, KCTC 12388, NBRC 100964, CCUG 54786",1,"Paraburkholderia terrae",urease,+
1944,PPe8,"DSM 15359, ATCC BAA 831, BR 11366, LMG 21772, LMG 22274, CCUG 54298, LMG 21393",1,"Paraburkholderia tropica",urease,+
1961,,"DSM 17197, ATCC BAA 744, CIP 107921, MTI-641",1,"Paraburkholderia unamae",urease,+
140306,IMT-305,"DSM 100048, CCM 8599, CIP 110902, LMG 28740",1,"Paracandidimonas soli",urease,-
140901,JC272,"KCTC 15476, LMG 28745",1,"Paraclostridium benzoelyticum",urease,-
140628,SCU-M53,"KCTC 42932, CGMCC 1.15419",1,"Paracoccus acridae",urease,-
141078,0511ARD5E5,"LMG 27962, CECT 8482",1,"Paracoccus cavernae",urease,+
133454,KS-11,"CGMCC 1.7655, NBRC 104937",1,"Paracoccus chinensis",urease,+
134285,HN-182,"CGMCC 1.6117, JCM 14014",1,"Paracoccus halophilus",urease,+
140480,THG-T2.8,"KACC 18932, CCTCC AB 2016181",1,"Paracoccus hibisci",urease,+
140949,THG-T2.31,"KACC 18933, CCTCC AB 2016182",1,"Paracoccus hibiscisoli",urease,+
159773,WN007,"KCTC 52851, ACCC 19972",1,"Paracoccus salipaludis",urease,-
13728,,"DSM 18447, CCTCC AB 206074, KCTC 22163, YIM 90738",1,"Paracoccus saliphilus",urease,+
158753,LP91,"KCTC 42938, CCM 8696, MCC 3128, DSM 101680",1,"Paracoccus sordidisoli",urease,+
133615,Zy-3,"ACCC 05413, HAMBI 3106",1,"Paracoccus sphaerophysae",urease,+
1440,S1812,"DSM 12041, ATCC 700356, NBRC 107762",1,"Parageobacillus caldoxylosilyticus",urease,-
1438,"M1, R-35644","DSM 9572, LMG 23032",1,"Parageobacillus thermantarcticus",urease,-
1430,"KP 1006, R-35637","DSM 2542, ATCC 43742, NCIB 11955, CCUG 28887, NRRL B-14233, CIP 106930, NRRL B-14516",1,"Parageobacillus thermoglucosidasius",urease,-
141039,Bps-1,"JCM 31808, NCIMB 15080",1,"Paralkalibacillus indicireducens",urease,+
140559,N5SSJ16,"KCTC 54216",1,"Parapedobacter deserti",urease,-
140981,DCSW07,"KCTC 52369, MCCC 1K03197, JCM 31458, CGMCC 1.15762, DSM 108666",1,"Paraphaeobacter pallidus",urease,+
139573,,"CIP 111031, KCTC 52126, MCCC 1A01886",1,"Paraphotobacterium marinum",urease,-
140603,,"DSM 103442, LMG 29675, NAQVI 59",1,"Pararhizobium antarcticum",urease,+
141041,ATAX6-5,"KACC 18993, JCM 31719",1,"Parasphingopyxis algicola",urease,-
158397,2CBE6H3,"DSM 105194, JCM 31932",1,"Parolsenella catena",urease,-
158709,,"BCRC 81053, LMG 30055, KCTC 52814, KMB 9",1,"Parvibium lacunae",urease,-
132374,D16/0/H6,"DSM 25205, LMG 26950",1,"Parviterribacter kavangonensis",urease,-
132375,A22/0/F9_1,"DSM 25204, LMG 26949",1,"Parviterribacter multiflagellatus",urease,-
17631,P4-5,"DSM 25990, CECT 7603, KCTC 19427",1,"Patulibacter ginsengiterrae",urease,+
158635,YHM-9,"JCM 32093, CCTCC AB 2017125",1,"Pedobacter agrisoli",urease,-
159768,CM134L-2,"CGMCC 1.16520, KCTC 62643",1,"Pedobacter chitinilyticus",urease,-
141079,"THG S15-2","KCTC 42735, CCTCC AB 2015293",1,"Pedobacter humi",urease,-
133113,,"LMG 29684, CCM 8689",1,"Pedobacter jamesrossensis",urease,-
133123,NL19,"LMG 29220, CECT 9028",1,"Pedobacter lusitanus",urease,-
158646,1-32,"KCTC 52859, CCTCC AB 2017084",1,"Pedobacter mongoliensis",urease,-
140674,P4487A,"CCM 8644, LMG 29436",1,"Pedobacter psychrophilus",urease,-
133008,V5RD,"DSM 103236, CGMCC 1.15644",1,"Pedobacter psychrotolerans",urease,-
